coverage_id,scale,category,row_name,execution_mode,status,status_reason,source_stage,source_artifact,method
250.dry_run.artifact_schema_projection_dry_run,250,dry_run,artifact_schema_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only artifact_schema_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.config_validate_dry_run,250,dry_run,config_validate_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only config_validate_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.no_runtime_created_proof,250,dry_run,no_runtime_created_proof,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only no_runtime_created_proof with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.placement_schedule_dry_run,250,dry_run,placement_schedule_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only placement_schedule_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.plan_cluster_dry_run,250,dry_run,plan_cluster_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only plan_cluster_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.port_directory_collision_check_dry_run,250,dry_run,port_directory_collision_check_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only port_directory_collision_check_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.report_projection_dry_run,250,dry_run,report_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only report_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
250.dry_run.resource_preflight_dry_run,250,dry_run,resource_preflight_dry_run,dry_run,DRY_RUN_PASS,P37 target 250 completed dry-run-only resource_preflight_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.artifact_schema_projection_dry_run,300,dry_run,artifact_schema_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only artifact_schema_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.config_validate_dry_run,300,dry_run,config_validate_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only config_validate_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.no_runtime_created_proof,300,dry_run,no_runtime_created_proof,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only no_runtime_created_proof with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.placement_schedule_dry_run,300,dry_run,placement_schedule_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only placement_schedule_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.plan_cluster_dry_run,300,dry_run,plan_cluster_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only plan_cluster_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.port_directory_collision_check_dry_run,300,dry_run,port_directory_collision_check_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only port_directory_collision_check_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.report_projection_dry_run,300,dry_run,report_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only report_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
300.dry_run.resource_preflight_dry_run,300,dry_run,resource_preflight_dry_run,dry_run,DRY_RUN_PASS,P37 target 300 completed dry-run-only resource_preflight_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.artifact_schema_projection_dry_run,500,dry_run,artifact_schema_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only artifact_schema_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.config_validate_dry_run,500,dry_run,config_validate_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only config_validate_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.no_runtime_created_proof,500,dry_run,no_runtime_created_proof,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only no_runtime_created_proof with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.placement_schedule_dry_run,500,dry_run,placement_schedule_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only placement_schedule_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.plan_cluster_dry_run,500,dry_run,plan_cluster_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only plan_cluster_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.port_directory_collision_check_dry_run,500,dry_run,port_directory_collision_check_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only port_directory_collision_check_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.report_projection_dry_run,500,dry_run,report_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only report_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
500.dry_run.resource_preflight_dry_run,500,dry_run,resource_preflight_dry_run,dry_run,DRY_RUN_PASS,P37 target 500 completed dry-run-only resource_preflight_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.artifact_schema_projection_dry_run,1000,dry_run,artifact_schema_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only artifact_schema_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.config_validate_dry_run,1000,dry_run,config_validate_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only config_validate_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.no_runtime_created_proof,1000,dry_run,no_runtime_created_proof,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only no_runtime_created_proof with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.placement_schedule_dry_run,1000,dry_run,placement_schedule_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only placement_schedule_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.plan_cluster_dry_run,1000,dry_run,plan_cluster_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only plan_cluster_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.port_directory_collision_check_dry_run,1000,dry_run,port_directory_collision_check_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only port_directory_collision_check_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.report_projection_dry_run,1000,dry_run,report_projection_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only report_projection_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
1000.dry_run.resource_preflight_dry_run,1000,dry_run,resource_preflight_dry_run,dry_run,DRY_RUN_PASS,P37 target 1000 completed dry-run-only resource_preflight_dry_run with no runtime resources created.,P37_200_PLUS_DRY_RUN_SUPPORT,artifacts/coverage/strict_coverage_registry.json,copy_strict_coverage_registry_row
