coverage_id,scale,node_count,category,row_name,stage_owner,required,execution_mode,status,status_reason,source_artifacts,validation_artifacts,metric_refs,cleanup_ref,review_ref,commit_sha
300.dry_run.report_projection_dry_run,300,300,dry_run,report_projection_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
300.dry_run.resource_preflight_dry_run,300,300,dry_run,resource_preflight_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.artifact_schema_projection_dry_run,500,500,dry_run,artifact_schema_projection_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.config_validate_dry_run,500,500,dry_run,config_validate_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.no_runtime_created_proof,500,500,dry_run,no_runtime_created_proof,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.placement_schedule_dry_run,500,500,dry_run,placement_schedule_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.plan_cluster_dry_run,500,500,dry_run,plan_cluster_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.port_directory_collision_check_dry_run,500,500,dry_run,port_directory_collision_check_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.report_projection_dry_run,500,500,dry_run,report_projection_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
500.dry_run.resource_preflight_dry_run,500,500,dry_run,resource_preflight_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.artifact_schema_projection_dry_run,1000,1000,dry_run,artifact_schema_projection_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.config_validate_dry_run,1000,1000,dry_run,config_validate_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.no_runtime_created_proof,1000,1000,dry_run,no_runtime_created_proof,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.placement_schedule_dry_run,1000,1000,dry_run,placement_schedule_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.plan_cluster_dry_run,1000,1000,dry_run,plan_cluster_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.port_directory_collision_check_dry_run,1000,1000,dry_run,port_directory_collision_check_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.report_projection_dry_run,1000,1000,dry_run,report_projection_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
1000.dry_run.resource_preflight_dry_run,1000,1000,dry_run,resource_preflight_dry_run,P37_200_PLUS_DRY_RUN_SUPPORT,True,dry_run,PENDING,Awaiting P37 dry-run no-runtime proof,,,,,,
